"Product Name",Category,age_range,purchase_count,profit
"Fabrikam Social Videographer 1/2'' 3mm E300 Grey","Cameras and camcorders",11-20,4,333.32
"WWI LCD20 M220 White",Computers,11-20,1,139.89
"Fabrikam Independent Filmmaker 1/3" 8.5mm X200 Blue","Cameras and camcorders",11-20,9,9008.83
"Contoso Phone with Memory Dialing-2 lines E90 White","Cell phones",11-20,10,78.4
"A. Datum Full Frame Digital Camera X300 Azure","Cameras and camcorders",11-20,4,617.88
"WWI Screen 85in E1010 White",Computers,11-20,3,227.36
"Fabrikam Trendsetter 1/2'' 3mm X300 White","Cameras and camcorders",11-20,4,2672.04
"WWI Projector 1080p LCD86 Black",Computers,11-20,4,4827.3
"Proseware Duplex Scanner M200 Black",Computers,11-20,12,904.24
"The Phone Company PDA Phone 3.7 inches M340 Black","Cell phones",11-20,2,356.48
"Contoso General Carrying Case E304 White","Cameras and camcorders",11-20,5,49
"Headphone Adapter for Contoso Phone E130 Black","Cell phones",11-20,14,70.18
"Contoso DVD 12-Inch Player Portable M400 White","Music, Movies and Audio Books",11-20,18,1754.92
"Fabrikam Budget Moviemaker 1'' 25mm E400 Black","Cameras and camcorders",11-20,5,1107.8
"Proseware Fax Machine E100 Grey",Computers,11-20,4,123.5
"A. Datum Consumer Digital Camera E100 Green","Cameras and camcorders",11-20,18,2360.48
"Adventure Works Coffee Maker Auto 5C E090 White","Home Appliances",11-20,8,639.2
"Litware Microwave 0.8CuFt E080 Grey","Home Appliances",11-20,4,137.3
"NT Washer & Dryer 25.5in M2550 Blue","Home Appliances",11-20,4,4042.61
"The Phone Company Smart phones Unlocked M300 Pink","Cell phones",11-20,7,1217.65
"MGS MechCommander 2 E123","Games and Toys",11-20,6,176.91
"Fabrikam Microwave 1.6CuFt M1250 Blue","Home Appliances",11-20,4,396.46
"A. Datum SLR-like Digital Camera M400 Silver","Cameras and camcorders",11-20,3,347.82
"Adventure Works Laptop16 M1600 Black",Computers,11-20,9,3485.3
"Litware Microwave 0.9CuFt E090 Blue","Home Appliances",11-20,5,318.54
"MGS Zoo Tycoon Complete Collection2009 E150","Games and Toys",11-20,6,156.35
"SV Hand Games for students E40 Yellow","Games and Toys",11-20,16,67.16
"WWI Laptop19W X0196 White",Computers,11-20,2,2258.24
"Contoso Coffee Maker Auto 10C M1000 White","Home Appliances",11-20,7,2888.31
"A. Datum Super-zoom Digital Camera X300 Azure","Cameras and camcorders",11-20,2,339.98
"Litware Microwave 1.5CuFt X110 White","Home Appliances",11-20,8,3508.7
"Litware 14" High Velocity Floor Fan E801 Silver","Home Appliances",11-20,2,38.78
"Contoso Touch Stylus Pen E150 Red","Cell phones",11-20,8,33.02
"Contoso Rubberized Skin BlackBerry E100 Black","Cell phones",11-20,3,25.38
"Contoso Hybrid system M60 White","Cell phones",11-20,8,132.38
"Contoso Air conditioner 12000BTU M0640 Grey","Home Appliances",11-20,6,1291
"A. Datum All in One Digital Camera M200 Azure","Cameras and camcorders",11-20,4,406.2
"The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold","Cell phones",11-20,8,1127.53
"Contoso Phone Tough Skin Case E140 Black","Cell phones",11-20,9,103.23
"Litware Microwave 1.0CuFt E110 Blue","Home Appliances",11-20,2,137.24
"Fabrikam Laptop15.4 M5400 White",Computers,11-20,8,2847.6
"Adventure Works Laptop16 M1601 White",Computers,11-20,2,647.08
"Contoso Mouse Lock Bundle E200 Black",Computers,11-20,3,19.05
"Proseware Laser Jet Color Printer X300 Black",Computers,11-20,3,419.25
"Fabrikam SLR Camera 35" X358 Grey","Cameras and camcorders",11-20,3,875.04
"Fabrikam Independent Filmmaker 1'' 25mm X400 Black","Cameras and camcorders",11-20,12,12241.36
"SV 16xDVD M360 Black","TV and Video",11-20,16,1035.61
"Proseware Color Ink Jet Fax, Copier, Phone M250 Black",Computers,11-20,2,171.76
"Adventure Works Laptop8.9 E0890 White",Computers,11-20,9,1305.13
"Proseware LCD24W X300 Black",Computers,11-20,3,1351.94
"MGS Hand Games men M300 Black","Games and Toys",11-20,10,44.47
"WWI Wireless Bluetooth Stereo Headphones M170 Pink",Audio,11-20,14,907.48
"Litware Microwave 0.9CuFt E090 Red","Home Appliances",11-20,2,98.02
"Proseware Photo Ink Jet Printer E290 Grey",Computers,11-20,2,100
"WWI Laptop15.4W M0156 Black",Computers,11-20,13,4763.03
"NT Wireless Bluetooth Stereo Headphones M402 Black",Audio,11-20,20,954.28
"The Phone Company Smart phones 160x160 M26 Grey","Cell phones",11-20,10,885.3
"The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey","Cell phones",11-20,7,812.35
"Contoso Smart Battery M901 Black",Computers,11-20,2,12.42
"Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black","Cameras and camcorders",11-20,1,200.97
"Contoso Projector 720p M621 Black",Computers,11-20,1,412.79
"The Phone Company Microsoft Windows Mobile M200 Gold","Cell phones",11-20,16,1823.19
"Contoso 4-Line Corded Cordless Telephone M203 Grey","Cell phones",11-20,6,106.92
"Contoso DVD 58 DVD Storage Binder M55 Red","Music, Movies and Audio Books",11-20,34,251.69
"Contoso Leather Case - case for digital photo camera X20 Grey",Computers,11-20,11,293.48
"Proseware Scan Jet Digital Flat Bed Scanner M300 White",Computers,11-20,5,292.52
"SV Car Video LCD7 M7003 Silver","TV and Video",11-20,4,717.56
"Adventure Works 20" CRT TV E15 White","TV and Video",11-20,18,1481.11
"Proseware Slim-Design Fax Machine with Answering System X180 Green",Computers,11-20,9,1629.64
"Litware 120mm Blue LED Case Fan E901 White","Home Appliances",11-20,5,18.49
"SV DVD 9-Inch Player Portable M300 Black","Music, Movies and Audio Books",11-20,24,1925.11
"Adventure Works 19" Color Digital TV E35 Black","TV and Video",11-20,8,730.68
"MGS Age of Mythology: The Titans Expansion M350","Games and Toys",11-20,6,269.12
"Contoso SLR Camera X146 Orange","Cameras and camcorders",11-20,10,2327.87
"A. Datum Rangefinder Digital Camera X200 Pink","Cameras and camcorders",11-20,19,2281.44
"MGS Hand Games for kids E300 Silver","Games and Toys",11-20,18,56.25
"Litware 18'' Oscillating Pedestal Fan M135 Yellow","Home Appliances",11-20,5,1121.22
"The Phone Company Smart phones 8 GB of Memory M400 Black","Cell phones",11-20,7,1070.02
"Proseware Projector 1080p DLP86 Silver",Computers,11-20,4,9530.89
"Adventure Works Coffee Maker Auto 10C M100 Black","Home Appliances",11-20,2,576.2
"A. Datum Ultra Compact Digital Camera M190 Grey","Cameras and camcorders",11-20,5,318.6
"The Phone Company PDA Phone 4.7 inches L360 Silver","Cell phones",11-20,14,3323.32
"The Phone Company Smart phones Unlocked International M800 White","Cell phones",11-20,10,1861.33
"The Phone Company Touch Screen Phones SAW/On-wall M806 Black","Cell phones",11-20,6,866.7
"Litware Home Theater System 5.1 Channel M515 Black","TV and Video",11-20,2,515.1
"WWI LCD17W E200 White",Computers,11-20,3,167.19
"SV Hand Games for 12-16 boys E60 Red","Games and Toys",11-20,9,21.22
"WWI Laptop16 M0160 Black",Computers,11-20,4,1185.64
"Proseware LCD24 X300 White",Computers,11-20,1,421.96
"Fabrikam Laptop8.9 E8002 Red",Computers,11-20,8,1006.71
"Proseware Ink Jet All in one M300 Grey",Computers,11-20,1,70.33
"SV Car Video LCD9.2W X9281 Brown","TV and Video",11-20,2,895.1
"SV DVD External DVD Burner M200 Grey","Music, Movies and Audio Books",11-20,19,508.86
"Contoso Water Heater 1.5GPM E0800 Green","Home Appliances",11-20,8,898.32
"MGS Hand Games for students E400 Yellow","Games and Toys",11-20,13,38.44
"Proseware Projector 1080p DLP86 Black",Computers,11-20,5,6957
"Fabrikam Microwave 1.5CuFt X1100 White","Home Appliances",11-20,2,642.21
"NT Wireless Bluetooth Stereo Headphones E302 Pink",Audio,11-20,26,569.73
"SV 512MB Laptop memory E800 White",Computers,11-20,7,116.62
"A. Datum SLR Camera M135 Black","Cameras and camcorders",11-20,3,505.56
"NT Wireless Transmitter and Bluetooth Headphones M150 Silver",Audio,11-20,28,2808.4
"Contoso Home Theater System 4.1 Channel M1420 Black","TV and Video",11-20,3,705.84
"Contoso Touch Screen Phones Capacitive M908 Black","Cell phones",11-20,10,1663.6
"MGS Age of Mythology: The Titans Expansion 2009 E148","Games and Toys",11-20,4,70.51
"The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Gold","Cell phones",11-20,4,640.56
"Contoso Screen 80in E080 White",Computers,11-20,1,46.64
"MGS King& Myths: The Age Collection M340","Games and Toys",11-20,7,244.09
"Proseware Laser Jet Color Printer X300 Grey",Computers,11-20,2,243.05
"A. Datum Consumer Digital Camera E100 Silver","Cameras and camcorders",11-20,3,395.33
"Contoso Coffee Maker 4C E0800 White","Home Appliances",11-20,3,182.74
"Adventure Works Desk Lamp E1300 Blue","Home Appliances",11-20,1,37.49
"Contoso USB Wave Multi-media Keyboard E280 Blue",Computers,11-20,1,7.45
"The Phone Company Touch Screen Phones SAW/On-wall M806 Gold","Cell phones",11-20,11,1714.98
"SV 80GB USB2.0 Portable Hard Disk E500 Blue",Computers,11-20,1,50
"Contoso Screen 100in E010 Silver",Computers,11-20,1,127.05
"Contoso 4GB Portable MP3 Player M450 Yellow",Audio,11-20,9,513.75
"Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Black",Computers,11-20,10,61.85
"Fabrikam Refrigerator 9.7CuFt M5600 Blue","Home Appliances",11-20,6,2084.41
"MGS Zoo Tycoon Dinosaur Digs2009 E162","Games and Toys",11-20,9,185
"SV Rechargeable Bluetooth Notebook Mouse E80 White",Computers,11-20,5,133.51
"Fabrikam Coffee Maker 4C E080 Grey","Home Appliances",11-20,5,303.18
"The Phone Company PDA GPS Phone 3.5 inch M910 Silver","Cell phones",11-20,3,382.56
"Litware Microwave 1.0CuFt E110 Black","Home Appliances",11-20,6,385.33
"Proseware Laser Jet Printer E100 Grey",Computers,11-20,6,207.5
"Contoso Microwave 0.9CuFt E0090 White","Home Appliances",11-20,7,298.19
"Contoso Coffee Maker Auto 5C E0900 White","Home Appliances",11-20,8,641.32
"Contoso Microwave 1.5CuFt X0110 White","Home Appliances",11-20,5,1881.62
"WWI Desktop PC2.33 X2330 Brown",Computers,11-20,14,7931
"The Phone Company PDA Handheld 3.5 inch M610 Silver","Cell phones",11-20,8,1225.47
"Contoso Car power adapter M90 Grey",Computers,11-20,3,28.68
"Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey","Cameras and camcorders",11-20,2,1183.59
"Contoso Expandable 3-Handset Cordless Phone System M204 White","Cell phones",11-20,4,74.73
"Litware Microwave 1.6CuFt M125 Black","Home Appliances",11-20,2,164.11
"WWI Floor Lamp X115 Silver","Home Appliances",11-20,1,383.85
"Litware Microwave 1.5CuFt X110 Red","Home Appliances",11-20,8,3475.66
"Fabrikam Coffee Maker 4C E080 Black","Home Appliances",11-20,2,102.29
"Contoso In-Line Coupler E180 Black","Cell phones",11-20,4,5.6
"MGS Zoo Tycoon 2: African Adventure 2008 E136","Games and Toys",11-20,11,231.88
"SV USB Data Cable E600 Grey",Computers,11-20,2,0.94
"NT Wireless Bluetooth Stereo Headphones M402 Silver",Audio,11-20,11,512
"MGS Hand Games for 12-16 boys E600 Silver","Games and Toys",11-20,13,26
"Contoso Home Theater System 4.1 Channel M1410 Silver","TV and Video",11-20,3,366.39
"SV DVD Player M120 White","Music, Movies and Audio Books",11-20,25,676.17
"SV Car Video TFT6.2W E6280 Silver","TV and Video",11-20,2,273.52
"Adventure Works Laptop12 M1201 Red",Computers,11-20,5,881.56
"SV Car Video TFT7 M7001 Brown","TV and Video",11-20,2,302.92
"A. Datum SLR Camera X135 Black","Cameras and camcorders",11-20,2,838.52
"A. Datum SLR-like Digital Camera M400 Azure","Cameras and camcorders",11-20,10,1063.5
"Fabrikam SLR Camera 35" X358 Gold","Cameras and camcorders",11-20,5,2001.71
"The Phone Company Smart phones 8 GB of Memory M400 Gold","Cell phones",11-20,5,820.63
"MGS Age of Empires II Gold Edition E122","Games and Toys",11-20,9,335.43
"Contoso 1G MP3 Player E100 White",Audio,11-20,4,33.38
"NT Bluetooth Stereo Headphones E52 Pink",Audio,11-20,11,139.21
"The Phone Company Smart phones 320 x 320 M86 Grey","Cell phones",11-20,5,840.44
"Proseware Projector 480p DLP12 Silver",Computers,11-20,2,648.63
"Fabrikam Independent Filmmaker 1/2" 3mm X300 Orange","Cameras and camcorders",11-20,2,1904.25
"The Phone Company Finger Touch Screen Phones M30 Grey","Cell phones",11-20,13,1369.66
"MGS Age of Empires, 2009 E182","Games and Toys",11-20,10,136.35
"MGS Gears of War 2008 M450","Games and Toys",11-20,9,142.78
"SV DVD 55DVD Storage Binder M56 Silver","Music, Movies and Audio Books",11-20,21,143.39
"SV DVD 7-Inch Player Portable E200 Silver","Music, Movies and Audio Books",11-20,34,1895.59
"SV 16xDVD M320 Black","TV and Video",11-20,7,546.44
"Contoso Water Heater 4.3GPM M1250 Blue","Home Appliances",11-20,11,5026.07
"Adventure Works Desktop PC3.0 MS300 Black",Computers,11-20,54,14849.67
"Litware Microwave 1.5CuFt X110 Blue","Home Appliances",11-20,12,5343.6
"Adventure Works 19" Portable LCD HDTV M110 Black","TV and Video",11-20,1,138.9
"SV DVD 55DVD Storage Binder M56 Black","Music, Movies and Audio Books",11-20,24,181.55
"WWI 4GB Video Recording Pen X200 Yellow",Audio,11-20,27,5802.56
"SV 16xDVD M330 Black","TV and Video",11-20,16,903.98
"Proseware Laptop15 M510 Black",Computers,11-20,11,3814.34
"Adventure Works LCD20W M240 Black",Computers,11-20,3,651.97
"Contoso DVD 58 DVD Storage Binder M55 Silver","Music, Movies and Audio Books",11-20,13,113.85
"Contoso In front of Centrex L15 Black","Cell phones",11-20,19,596.98
"A. Datum SLR Camera M136 Silver","Cameras and camcorders",11-20,1,168.52
"Adventure Works Desktop PC1.80 ED182 Black",Computers,11-20,22,5360.18
"SV DVD 12-Inch Player Portable M400 Silver","Music, Movies and Audio Books",11-20,31,2861.06
"Fabrikam Budget Moviemaker 2/3'' 17mm E100 Black","Cameras and camcorders",11-20,10,2254.8
"The Phone Company Smart phones 320 x 320 M86 White","Cell phones",11-20,12,1800.67
"Fabrikam Laptop19W M9800 Black",Computers,11-20,6,4734.41
"Litware Microwave 1.6CuFt M125 Silver","Home Appliances",11-20,6,782.58
"MGS Hand Games for 12-16 boys E600 Black","Games and Toys",11-20,24,61.63
"Contoso SLR Camera X145 Blue","Cameras and camcorders",11-20,8,3278.95
"SV 16xDVD M310 Silver","TV and Video",11-20,32,2146.75
"MGS Dal of Honor Airborne M150","Games and Toys",11-20,11,416.68
"Adventure Works Desktop PC1.60 ED160 Black",Computers,11-20,25,2950.86
"A. Datum SLR Camera X136 Silver","Cameras and camcorders",11-20,2,571.06
"Fabrikam Microwave 1.5CuFt X1100 Black","Home Appliances",11-20,4,1781.2
"A. Datum SLR Camera 35" X358 Orange","Cameras and camcorders",11-20,1,393.18
"Adventure Works Wall Lamp E3150 Blue","Home Appliances",11-20,4,159.56
"WWI 4GB Video Recording Pen X200 Black",Audio,11-20,25,4756.95
"WWI Wireless Transmitter and Bluetooth Headphones X250 Red",Audio,11-20,12,1968.59
"SV DVD 14-Inch Player Portable L100 Silver","Music, Movies and Audio Books",11-20,49,8738.67
"The Phone Company Sharp Touch Screen Phones M910 Grey","Cell phones",11-20,22,3730.04
"SV DVD 14-Inch Player Portable L100 Black","Music, Movies and Audio Books",11-20,22,3973.13
"The Phone Company Finger Touch Screen Phones M30 Black","Cell phones",11-20,3,297.48
"Adventure Works 40" LCD HDTV M690 Brown","TV and Video",11-20,11,7980.75
"Contoso 16GB New Generation MP5 Player M1650 White",Audio,11-20,12,1446.2
"Contoso General Soft Carrying Case E318 Black","Cameras and camcorders",11-20,14,97.01
"Adventure Works LCD22W M200 White",Computers,11-20,7,2508.56
"Contoso General Soft Carrying Case E318 Silver","Cameras and camcorders",11-20,2,17.61
"Contoso Digital Cameras Lightweight Tripod E316 Pink","Cameras and camcorders",11-20,2,51.1
"Contoso Water Heater 2.6GPM E0900 Grey","Home Appliances",11-20,9,2076.02
"SV DVD 58 DVD Storage Binder M55 Red","Music, Movies and Audio Books",11-20,15,107.17
"Contoso DVD 60 DVD Storage Binder L20 Black","Music, Movies and Audio Books",11-20,20,327.28
"Fabrikam Microwave 1.0CuFt E1100 Blue","Home Appliances",11-20,1,68.62
"Contoso Microwave 1.5CuFt X0110 Red","Home Appliances",11-20,2,1034.65
"Contoso DVD Player M110 Silver","Music, Movies and Audio Books",11-20,39,1115.77
"SV 16xDVD M350 Black","TV and Video",11-20,6,378.84
"SV 8xDVD E120 Silver","TV and Video",11-20,12,511.66
"SV DVD 15-Inch Player Portable L200 Black","Music, Movies and Audio Books",11-20,22,4305.97
"Contoso DVD 38 DVD Storage Binder E25 Silver","Music, Movies and Audio Books",11-20,19,94.38
"WWI Wireless Bluetooth Stereo Headphones M270 Pink",Audio,11-20,9,566.26
"WWI 4GB Video Recording Pen X200 Pink",Audio,11-20,30,5468.85
"Adventure Works Coffee Maker Super-Auto 12C X125 White","Home Appliances",11-20,3,3401.09
"Adventure Works Laptop19W X1980 Silver",Computers,11-20,3,2903.97
"Fabrikam Social Videographer 1/3'' 8.5mm E200 White","Cameras and camcorders",11-20,18,1463.83
"Contoso DVD 60 DVD Storage Binder L20 Red","Music, Movies and Audio Books",11-20,13,174.29
"SV DVD Recorder L240 Gold","Music, Movies and Audio Books",11-20,32,5187.51
"Contoso Private Automatic Branch Exchange M65 White","Cell phones",11-20,3,51.31
"WWI 1GBPulse Smart pen E50 Black",Audio,11-20,24,1929.88
"Contoso 4 Handset Cordless Phone System M86 Black","Cell phones",11-20,7,131.68
"The Phone Company Smart phones 320 x 320 M86 Pink","Cell phones",11-20,2,280.54
"WWI Wireless Transmitter and Bluetooth Headphones X250 Black",Audio,11-20,18,2876.54
"NT Bluetooth Active Headphones E202 Red",Audio,11-20,15,259.13
"Fabrikam Independent filmmaker 1/3'' 8.5mm X200 White","Cameras and camcorders",11-20,2,2086.28
"MGS Hand Games women M400 Red","Games and Toys",11-20,21,114.19
"Contoso Telephoto Conversion Lens X400 Black","Cameras and camcorders",11-20,3,1456.33
"WWI Desktop PC1.80 E1801 Brown",Computers,11-20,41,5658.19
"WWI Stereo Bluetooth Headphones New Generation M370 Black",Audio,11-20,8,603.01
"Contoso Integrated Business Phone L08 White","Cell phones",11-20,9,192.56
"WWI Desktop PC1.80 E1800 White",Computers,11-20,39,4439.91
"Contoso Microwave 1.5CuFt X0110 Silver","Home Appliances",11-20,7,3924.96
"Contoso 8GB Super-Slim MP3/Video Player M800 Pink",Audio,11-20,10,652.17
"Contoso 16GB New Generation MP5 Player M1650 Black",Audio,11-20,7,1174.15
"Contoso Electronic Private Automatic Branch Exchange M90 Black","Cell phones",11-20,5,108
"Contoso Expandable 2-Handset Cordless Phone System M205 Black","Cell phones",11-20,2,30.7
"Contoso Home Theater System 2.1 Channel M1230 Silver","TV and Video",11-20,3,529.38
"Fabrikam Coffee Maker Auto 10C M100 Silver","Home Appliances",11-20,6,2810.14
"WWI Wall Lamp E215 Grey","Home Appliances",11-20,5,207.93
"Fabrikam SLR Camera 35" X358 Black","Cameras and camcorders",11-20,13,4070.48
"MGS MechWarrior 4: Vengeance X800","Games and Toys",11-20,4,246.81
"MGS Hand Games for Office worker L299 Silver","Games and Toys",11-20,21,235.56
"Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 Black","Cameras and camcorders",11-20,4,794.15
"The Phone Company PDA Phone 3.5 inches M320 White","Cell phones",11-20,3,484.5
"Contoso USB Wave Multi-Media Keyboard E280 Grey",Computers,11-20,10,76.31
"The Phone Company PDA Handheld 3.5 inch M610 Black","Cell phones",11-20,11,1630.2
"Contoso 4GB Portable MP3 Player M450 White",Audio,11-20,9,343.02
"NT Wireless Bluetooth Stereo Headphones E302 Yellow",Audio,11-20,19,420.56
"Contoso Water Heater 4.0GPM M1250 Red","Home Appliances",11-20,11,5107.47
"The Phone Company PDA Phone 3.7 inches M340 Silver","Cell phones",11-20,3,456.47
"Adventure Works Desktop PC2.33 XD233 Brown",Computers,11-20,44,25875.88
